Order_id,Customer_id,Order Date,Discount, Subtotal , Total ,Country,Device,Source,Month,Year
7793,4343,2022-07-20,$10 ,$80.07 ,$72.06 ,FR,Mobile,Direct,Jul,2022
7794,13356,2022-07-10,$20 ,$56.97 ,$45.58 ,ES,Mobile,Social,Jul,2022
7795,9007,2024-01-18,$15 ,$54.94 ,$46.70 ,SG,Mobile,Email,Jan,2024
7796,6817,2025-05-30,$20 ,$67.78 ,$54.22 ,IN,Mobile,Organic,May,2025
7797,9088,2023-03-24,$0 ,$10.23 ,$10.23 ,DE,Mobile,Social,Mar,2023
7798,3102,2020-02-10,$10 ,$5.40 ,$4.86 ,CA,Mobile,Direct,Feb,2020
7799,19684,2020-10-09,$0 ,$747.24 ,$747.24 ,CA,Mobile,Organic,Oct,2020
7800,3113,2023-12-10,$15 ,$119.34 ,$101.44 ,BR,Mobile,Paid,Dec,2023
7801,13472,2024-07-24,$10 ,$138.36 ,$124.52 ,US,Mobile,Paid,Jul,2024
7802,18044,2025-03-30,$0 ,$48.32 ,$48.32 ,AE,Desktop,Direct,Mar,2025
7803,2117,2021-04-01,$15 ,$200.73 ,$170.62 ,DE,Mobile,Email,Apr,2021
7804,14913,2024-01-19,$10 ,$33.63 ,$30.27 ,DE,Desktop,Referral,Jan,2024
7805,15291,2021-11-18,$0 ,$151.20 ,$151.20 ,AU,Mobile,Organic,Nov,2021
7806,5101,2020-08-21,$15 ,$88.74 ,$75.43 ,US,Mobile,Organic,Aug,2020
7807,2105,2021-05-20,$20 ,$178.50 ,$142.80 ,ES,Desktop,Organic,May,2021
7808,17107,2021-03-23,$5 ,$94.32 ,$89.60 ,US,Desktop,Direct,Mar,2021
7809,7023,2023-04-16,$20 ,$21.77 ,$17.42 ,US,Desktop,Organic,Apr,2023
7810,13027,2021-11-02,$15 ,$6.32 ,$5.37 ,AE,Mobile,Email,Nov,2021
7811,15081,2021-05-26,$5 ,$309.91 ,$294.41 ,SE,Tablet,Social,May,2021
7812,14037,2020-10-07,$0 ,$385.24 ,$385.24 ,ES,Desktop,Paid,Oct,2020
7813,3930,2022-06-08,$5 ,$91.75 ,$87.16 ,FR,Mobile,Email,Jun,2022
7814,6248,2025-03-27,$10 ,$17.26 ,$15.53 ,US,Mobile,Direct,Mar,2025
7815,4535,2021-08-20,$0 ,$107.11 ,$107.11 ,GB,Mobile,Paid,Aug,2021
7816,14595,2025-08-25,$20 ,$149.48 ,$119.58 ,IN,Mobile,Social,Aug,2025
7817,15902,2025-03-07,$10 ,$11.39 ,$10.25 ,SG,Mobile,Email,Mar,2025
7818,9380,2025-01-15,$15 ,$83.49 ,$70.97 ,DE,Mobile,Paid,Jan,2025
7819,17081,2020-03-21,$20 ,$113.27 ,$90.62 ,DE,Desktop,Direct,Mar,2020
7820,12929,2020-04-10,$5 ,$75.47 ,$71.70 ,US,Mobile,Organic,Apr,2020
7821,13368,2024-02-19,$0 ,$158.65 ,$158.65 ,CA,Mobile,Paid,Feb,2024
7822,14452,2020-08-06,$10 ,$513.71 ,$462.34 ,US,Mobile,Direct,Aug,2020
7823,17469,2021-12-12,$10 ,$215.84 ,$194.26 ,CA,Mobile,Organic,Dec,2021
7824,14688,2025-04-20,$5 ,$45.94 ,$43.64 ,IN,Mobile,Direct,Apr,2025
7825,969,2021-02-27,$0 ,$85.59 ,$85.59 ,IN,Desktop,Organic,Feb,2021
7826,834,2024-11-30,$0 ,$130.29 ,$130.29 ,NL,Mobile,Direct,Nov,2024
7827,19722,2024-08-26,$0 ,$153.22 ,$153.22 ,US,Mobile,Paid,Aug,2024
7828,14898,2021-09-07,$10 ,$130.63 ,$117.57 ,US,Mobile,Social,Sep,2021
7829,12739,2020-05-21,$0 ,$110.99 ,$110.99 ,DE,Mobile,Referral,May,2020
7830,4061,2020-06-08,$15 ,$69.64 ,$59.19 ,GB,Desktop,Email,Jun,2020
7831,19813,2024-05-25,$5 ,$138.99 ,$132.04 ,US,Mobile,Email,May,2024
7832,915,2023-12-07,$0 ,$136.67 ,$136.67 ,US,Desktop,Paid,Dec,2023
7833,17699,2022-10-05,$0 ,$39.11 ,$39.11 ,BR,Mobile,Organic,Oct,2022
7834,7088,2024-11-06,$15 ,$37.35 ,$31.75 ,PL,Tablet,Organic,Nov,2024
7835,3810,2023-12-17,$15 ,$146.71 ,$124.70 ,AE,Mobile,Social,Dec,2023
7836,11590,2021-02-18,$10 ,$66.51 ,$59.86 ,US,Mobile,Paid,Feb,2021
7837,10892,2024-07-22,$0 ,$53.56 ,$53.56 ,CA,Desktop,Organic,Jul,2024
7838,6761,2023-07-22,$0 ,$21.83 ,$21.83 ,GB,Mobile,Direct,Jul,2023
7839,7813,2021-10-09,$0 ,$83.10 ,$83.10 ,SE,Mobile,Social,Oct,2021
7840,15646,2024-11-25,$0 ,$110.69 ,$110.69 ,FR,Desktop,Direct,Nov,2024
7841,3280,2022-10-24,$20 ,$71.16 ,$56.93 ,DE,Desktop,Direct,Oct,2022
7842,11137,2023-11-02,$0 ,$157.49 ,$157.49 ,US,Desktop,Organic,Nov,2023
7843,8405,2025-01-01,$0 ,$65.48 ,$65.48 ,IN,Mobile,Direct,Jan,2025
7844,3003,2023-09-08,$10 ,$122.44 ,$110.20 ,ZA,Mobile,Organic,Sep,2023
7845,19191,2022-05-30,$15 ,$179.65 ,$152.70 ,AU,Desktop,Direct,May,2022
7846,2846,2020-02-06,$15 ,$148.67 ,$126.37 ,US,Mobile,Direct,Feb,2020
7847,12724,2020-05-09,$20 ,$112.49 ,$89.99 ,BR,Mobile,Organic,May,2020
7848,14375,2023-01-15,$0 ,$201.63 ,$201.63 ,DE,Tablet,Organic,Jan,2023
7849,18423,2024-01-01,$0 ,$8.55 ,$8.55 ,FR,Mobile,Social,Jan,2024
7850,15938,2025-06-19,$20 ,$263.00 ,$210.40 ,MX,Mobile,Organic,Jun,2025
7851,10503,2021-06-26,$0 ,$123.66 ,$123.66 ,MX,Mobile,Organic,Jun,2021
7852,15508,2022-03-24,$0 ,$10.60 ,$10.60 ,FR,Mobile,Email,Mar,2022
7853,8000,2022-09-28,$20 ,$21.61 ,$17.29 ,CA,Desktop,Paid,Sep,2022
7854,13670,2023-07-05,$15 ,$18.50 ,$15.72 ,DE,Mobile,Social,Jul,2023
7855,1088,2025-08-07,$0 ,$86.52 ,$86.52 ,PL,Desktop,Email,Aug,2025
7856,13323,2024-01-30,$0 ,$121.29 ,$121.29 ,FR,Mobile,Organic,Jan,2024
7857,7792,2022-01-15,$20 ,$331.09 ,$264.87 ,SG,Mobile,Organic,Jan,2022
7858,5909,2021-01-14,$5 ,$66.41 ,$63.09 ,ZA,Mobile,Paid,Jan,2021
7859,12814,2020-01-25,$10 ,$47.04 ,$42.34 ,US,Mobile,Direct,Jan,2020
7860,9860,2024-05-27,$20 ,$124.48 ,$99.58 ,DE,Desktop,Paid,May,2024
7861,18020,2020-01-10,$10 ,$117.14 ,$105.43 ,AE,Mobile,Organic,Jan,2020
7862,3804,2020-07-11,$0 ,$48.51 ,$48.51 ,SG,Mobile,Organic,Jul,2020
7863,17197,2025-01-08,$20 ,$46.92 ,$37.54 ,ES,Desktop,Social,Jan,2025
7864,9096,2024-08-23,$0 ,$128.61 ,$128.61 ,ZA,Desktop,Social,Aug,2024
7865,5227,2022-08-15,$5 ,$645.29 ,$613.03 ,DE,Mobile,Organic,Aug,2022
7866,18479,2021-05-09,$10 ,$360.06 ,$324.05 ,MX,Desktop,Organic,May,2021
7867,8601,2022-08-03,$5 ,$126.56 ,$120.23 ,JP,Desktop,Organic,Aug,2022
7868,17922,2020-06-30,$0 ,$34.33 ,$34.33 ,US,Mobile,Direct,Jun,2020
7869,8647,2023-09-24,$5 ,$393.98 ,$374.28 ,JP,Desktop,Organic,Sep,2023
7870,2077,2024-11-05,$0 ,$189.81 ,$189.81 ,US,Mobile,Direct,Nov,2024
7871,7848,2024-05-01,$0 ,$184.88 ,$184.88 ,US,Tablet,Email,May,2024
7872,12300,2025-01-17,$0 ,$142.24 ,$142.24 ,US,Mobile,Social,Jan,2025
7873,6785,2024-03-19,$0 ,$59.24 ,$59.24 ,ZA,Mobile,Organic,Mar,2024
7874,6574,2023-04-25,$0 ,$91.76 ,$91.76 ,GB,Mobile,Organic,Apr,2023
7875,4053,2024-12-28,$5 ,$4.78 ,$4.54 ,DE,Desktop,Email,Dec,2024
7876,16732,2020-01-03,$10 ,$235.40 ,$211.86 ,PL,Desktop,Social,Jan,2020
7877,8630,2021-10-23,$0 ,$188.80 ,$188.80 ,DE,Desktop,Organic,Oct,2021
7878,207,2021-01-26,$0 ,$78.74 ,$78.74 ,US,Desktop,Social,Jan,2021
7879,11246,2022-12-20,$20 ,$14.55 ,$11.64 ,JP,Mobile,Direct,Dec,2022
7880,10980,2025-03-13,$0 ,$161.39 ,$161.39 ,CA,Mobile,Referral,Mar,2025
7881,8987,2021-08-13,$0 ,$289.80 ,$289.80 ,ES,Mobile,Direct,Aug,2021
7882,13364,2022-06-26,$0 ,$63.14 ,$63.14 ,US,Desktop,Organic,Jun,2022
7883,8229,2023-08-24,$15 ,$34.53 ,$29.35 ,CA,Mobile,Paid,Aug,2023
7884,13089,2025-01-23,$0 ,$78.14 ,$78.14 ,SE,Mobile,Social,Jan,2025
7885,14333,2023-11-13,$15 ,$18.98 ,$16.13 ,GB,Mobile,Social,Nov,2023
7886,11327,2025-10-01,$15 ,$148.83 ,$126.51 ,US,Tablet,Paid,Oct,2025
7887,8436,2023-10-27,$5 ,$136.96 ,$130.11 ,GB,Desktop,Direct,Oct,2023
7888,206,2023-07-01,$5 ,$262.99 ,$249.84 ,AE,Mobile,Direct,Jul,2023
7889,8069,2024-07-04,$5 ,$215.84 ,$205.05 ,US,Mobile,Social,Jul,2024
7890,1018,2023-04-22,$5 ,$556.29 ,$528.48 ,US,Mobile,Organic,Apr,2023
7891,11368,2023-10-08,$0 ,$102.34 ,$102.34 ,AU,Mobile,Direct,Oct,2023
7892,5447,2022-06-17,$5 ,$170.75 ,$162.21 ,US,Desktop,Social,Jun,2022
7893,6926,2021-05-26,$10 ,$7.54 ,$6.79 ,US,Desktop,Direct,May,2021
7894,4776,2025-10-07,$10 ,$291.74 ,$262.57 ,AU,Mobile,Organic,Oct,2025
7895,8126,2024-01-09,$20 ,$97.94 ,$78.35 ,IN,Mobile,Paid,Jan,2024
7896,5971,2023-08-05,$0 ,$463.20 ,$463.20 ,FR,Desktop,Paid,Aug,2023
7897,2140,2023-06-25,$0 ,$59.24 ,$59.24 ,GB,Desktop,Organic,Jun,2023
7898,8002,2020-01-05,$5 ,$9.39 ,$8.92 ,IN,Mobile,Email,Jan,2020
7899,14791,2025-01-05,$0 ,$62.58 ,$62.58 ,SE,Desktop,Organic,Jan,2025
7900,12635,2022-04-24,$15 ,$165.15 ,$140.38 ,MX,Mobile,Organic,Apr,2022
7901,12737,2025-07-21,$0 ,$200.84 ,$200.84 ,SG,Desktop,Referral,Jul,2025
7902,9081,2020-04-03,$10 ,$134.26 ,$120.83 ,CA,Desktop,Organic,Apr,2020
7903,12070,2022-09-14,$15 ,$35.09 ,$29.83 ,US,Desktop,Organic,Sep,2022
7904,7549,2021-12-20,$0 ,$84.10 ,$84.10 ,GB,Mobile,Social,Dec,2021
7905,13809,2025-04-08,$0 ,$7.16 ,$7.16 ,JP,Desktop,Paid,Apr,2025
7906,6737,2022-08-20,$0 ,$8.07 ,$8.07 ,IN,Tablet,Paid,Aug,2022
7907,14811,2024-08-23,$15 ,$32.05 ,$27.24 ,SE,Desktop,Direct,Aug,2024
7908,18549,2021-05-19,$0 ,$131.82 ,$131.82 ,IN,Mobile,Organic,May,2021
7909,8846,2024-07-21,$10 ,$59.05 ,$53.14 ,GB,Desktop,Organic,Jul,2024
7910,7191,2020-03-31,$5 ,$159.07 ,$151.12 ,BR,Mobile,Social,Mar,2020
7911,10218,2025-09-03,$20 ,$10.23 ,$8.18 ,NL,Mobile,Organic,Sep,2025
7912,6440,2020-09-27,$20 ,$595.75 ,$476.60 ,GB,Mobile,Direct,Sep,2020
7913,15003,2024-11-18,$20 ,$15.86 ,$12.69 ,US,Tablet,Social,Nov,2024
7914,14732,2023-07-02,$5 ,$47.97 ,$45.57 ,SE,Desktop,Organic,Jul,2023
7915,6799,2023-08-25,$0 ,$260.22 ,$260.22 ,IN,Desktop,Paid,Aug,2023
7916,11385,2023-01-04,$0 ,$303.97 ,$303.97 ,FR,Desktop,Email,Jan,2023
7917,1679,2022-12-23,$20 ,$130.72 ,$104.58 ,SE,Mobile,Paid,Dec,2022
7918,17241,2025-02-01,$0 ,$13.71 ,$13.71 ,NL,Desktop,Email,Feb,2025
7919,6819,2023-05-28,$0 ,$293.86 ,$293.86 ,SE,Desktop,Organic,May,2023
7920,6,2023-09-30,$0 ,$21.90 ,$21.90 ,US,Mobile,Social,Sep,2023
7921,15839,2024-04-28,$0 ,$255.55 ,$255.55 ,SG,Mobile,Direct,Apr,2024
7922,19609,2022-07-25,$15 ,$187.33 ,$159.23 ,FR,Desktop,Email,Jul,2022
7923,5969,2021-02-26,$15 ,$52.01 ,$44.21 ,PL,Mobile,Paid,Feb,2021
7924,13588,2022-05-20,$5 ,$356.30 ,$338.49 ,GB,Desktop,Organic,May,2022
7925,8541,2020-07-03,$0 ,$123.05 ,$123.05 ,DE,Tablet,Social,Jul,2020
7926,5200,2024-05-18,$20 ,$14.56 ,$11.65 ,GB,Mobile,Email,May,2024
7927,9492,2024-09-05,$15 ,$45.88 ,$39.00 ,NL,Desktop,Organic,Sep,2024
7928,19521,2025-04-13,$5 ,$90.96 ,$86.41 ,CA,Mobile,Referral,Apr,2025
7929,2144,2020-11-28,$0 ,$241.08 ,$241.08 ,US,Mobile,Email,Nov,2020
7930,15239,2020-11-01,$0 ,$126.69 ,$126.69 ,US,Mobile,Direct,Nov,2020
7931,7751,2022-12-02,$5 ,$206.82 ,$196.48 ,GB,Mobile,Organic,Dec,2022
7932,15472,2020-02-01,$0 ,$536.28 ,$536.28 ,US,Desktop,Direct,Feb,2020
7933,6430,2021-01-03,$0 ,"$1,000.17 ","$1,000.17 ",US,Mobile,Referral,Jan,2021
7934,15172,2025-04-25,$5 ,$236.99 ,$225.14 ,BR,Mobile,Paid,Apr,2025
7935,4023,2025-07-11,$20 ,$49.17 ,$39.34 ,US,Desktop,Direct,Jul,2025
7936,5074,2023-01-02,$0 ,$120.13 ,$120.13 ,US,Desktop,Organic,Jan,2023
7937,13514,2024-08-20,$0 ,$188.07 ,$188.07 ,US,Mobile,Direct,Aug,2024
7938,14842,2025-09-18,$20 ,$33.80 ,$27.04 ,US,Mobile,Paid,Sep,2025
7939,354,2020-07-10,$0 ,$181.09 ,$181.09 ,ES,Mobile,Paid,Jul,2020
7940,16401,2023-05-17,$15 ,$745.24 ,$633.45 ,BR,Mobile,Organic,May,2023
7941,12592,2021-10-06,$0 ,$180.28 ,$180.28 ,US,Mobile,Organic,Oct,2021
7942,8753,2021-12-25,$15 ,$181.73 ,$154.47 ,IN,Desktop,Email,Dec,2021
7943,4447,2023-08-09,$10 ,$81.79 ,$73.61 ,AU,Mobile,Direct,Aug,2023
7944,6879,2020-09-11,$15 ,$229.50 ,$195.07 ,AU,Mobile,Organic,Sep,2020
7945,19576,2022-02-22,$15 ,$132.74 ,$112.83 ,IN,Tablet,Direct,Feb,2022
7946,1064,2021-10-09,$0 ,$225.17 ,$225.17 ,PL,Mobile,Direct,Oct,2021
7947,4049,2021-07-30,$5 ,$144.19 ,$136.98 ,IN,Desktop,Email,Jul,2021
7948,3373,2020-09-19,$20 ,$349.96 ,$279.97 ,BR,Mobile,Paid,Sep,2020
7949,6562,2023-08-30,$15 ,$168.36 ,$143.11 ,IN,Mobile,Organic,Aug,2023
7950,10807,2024-08-03,$5 ,$409.78 ,$389.29 ,CA,Mobile,Email,Aug,2024
7951,5367,2022-12-27,$0 ,$15.01 ,$15.01 ,MX,Mobile,Paid,Dec,2022
7952,19023,2020-03-22,$0 ,$121.13 ,$121.13 ,AE,Mobile,Direct,Mar,2020
7953,13292,2021-03-17,$5 ,$8.30 ,$7.89 ,US,Tablet,Paid,Mar,2021
7954,17139,2024-11-15,$10 ,$120.67 ,$108.60 ,US,Desktop,Email,Nov,2024
7955,2110,2025-05-15,$0 ,$320.93 ,$320.93 ,US,Mobile,Organic,May,2025
7956,17621,2022-05-03,$20 ,$179.06 ,$143.25 ,US,Desktop,Email,May,2022
7957,14265,2022-01-07,$0 ,$127.33 ,$127.33 ,BR,Mobile,Direct,Jan,2022
7958,5199,2024-08-14,$0 ,$382.60 ,$382.60 ,CA,Desktop,Direct,Aug,2024
7959,19744,2021-12-29,$0 ,$186.63 ,$186.63 ,PL,Tablet,Organic,Dec,2021
7960,11056,2025-08-22,$10 ,$24.28 ,$21.85 ,SE,Desktop,Organic,Aug,2025
7961,11417,2025-10-08,$0 ,$272.63 ,$272.63 ,SE,Mobile,Organic,Oct,2025
7962,2517,2022-09-24,$0 ,$640.84 ,$640.84 ,US,Tablet,Direct,Sep,2022
7963,2085,2025-08-09,$15 ,$82.09 ,$69.78 ,US,Mobile,Paid,Aug,2025
7964,18269,2021-11-20,$20 ,$117.57 ,$94.06 ,GB,Mobile,Organic,Nov,2021
7965,8804,2020-06-02,$0 ,$119.20 ,$119.20 ,US,Tablet,Organic,Jun,2020
7966,3034,2020-08-05,$0 ,$6.40 ,$6.40 ,BR,Mobile,Direct,Aug,2020
7967,14187,2021-07-30,$5 ,$6.32 ,$6.00 ,GB,Mobile,Email,Jul,2021
7968,1675,2024-05-09,$20 ,$145.09 ,$116.07 ,ES,Desktop,Social,May,2024
7969,13924,2020-07-01,$20 ,$266.52 ,$213.22 ,US,Desktop,Referral,Jul,2020
7970,10953,2023-09-05,$0 ,$22.96 ,$22.96 ,US,Mobile,Social,Sep,2023
7971,16867,2025-05-26,$5 ,$53.49 ,$50.82 ,IN,Desktop,Organic,May,2025
7972,14668,2025-06-22,$5 ,$20.57 ,$19.54 ,MX,Desktop,Organic,Jun,2025
7973,14383,2025-05-17,$10 ,$550.26 ,$495.23 ,US,Desktop,Organic,May,2025
7974,1424,2024-05-18,$0 ,$56.10 ,$56.10 ,ZA,Mobile,Direct,May,2024
7975,979,2023-09-21,$0 ,$16.82 ,$16.82 ,BR,Mobile,Organic,Sep,2023
7976,17873,2021-12-21,$0 ,$83.01 ,$83.01 ,GB,Desktop,Paid,Dec,2021
7977,17715,2023-04-01,$10 ,$104.13 ,$93.72 ,SG,Mobile,Organic,Apr,2023
7978,11421,2022-04-15,$10 ,$245.13 ,$220.62 ,PL,Mobile,Organic,Apr,2022
7979,18938,2023-02-21,$0 ,$204.49 ,$204.49 ,CA,Desktop,Email,Feb,2023
7980,1549,2022-03-29,$0 ,$43.77 ,$43.77 ,ZA,Mobile,Direct,Mar,2022
7981,1630,2021-01-20,$0 ,$87.59 ,$87.59 ,AE,Mobile,Organic,Jan,2021
7982,17472,2025-04-26,$15 ,$396.80 ,$337.28 ,US,Mobile,Referral,Apr,2025
7983,18477,2020-05-13,$0 ,$764.73 ,$764.73 ,DE,Tablet,Paid,May,2020
7984,18315,2020-05-19,$10 ,$3.50 ,$3.15 ,MX,Mobile,Organic,May,2020
7985,3725,2020-11-28,$5 ,$55.02 ,$52.27 ,NL,Mobile,Organic,Nov,2020
7986,15473,2025-04-10,$5 ,$17.58 ,$16.70 ,US,Desktop,Paid,Apr,2025
7987,17204,2020-07-16,$0 ,$342.72 ,$342.72 ,FR,Mobile,Organic,Jul,2020
7988,18181,2024-05-24,$15 ,$11.97 ,$10.17 ,US,Mobile,Email,May,2024
7989,6330,2025-05-28,$0 ,$249.08 ,$249.08 ,FR,Mobile,Social,May,2025
7990,17907,2021-01-22,$0 ,$197.35 ,$197.35 ,IN,Mobile,Organic,Jan,2021
7991,15364,2020-09-10,$10 ,$55.39 ,$49.85 ,SG,Desktop,Email,Sep,2020
7992,7433,2025-06-10,$20 ,$453.57 ,$362.86 ,US,Mobile,Email,Jun,2025
7993,3855,2022-07-06,$0 ,$135.33 ,$135.33 ,US,Mobile,Organic,Jul,2022
7994,16828,2025-08-08,$0 ,$69.39 ,$69.39 ,GB,Mobile,Organic,Aug,2025
7995,7921,2025-05-29,$20 ,$220.19 ,$176.15 ,DE,Mobile,Email,May,2025
7996,5973,2023-09-23,$0 ,$198.60 ,$198.60 ,AU,Mobile,Email,Sep,2023
7997,12045,2020-05-05,$5 ,$44.65 ,$42.42 ,BR,Mobile,Social,May,2020
7998,4838,2025-03-11,$0 ,$11.03 ,$11.03 ,JP,Mobile,Email,Mar,2025
7999,14485,2023-03-06,$0 ,$76.63 ,$76.63 ,JP,Mobile,Paid,Mar,2023
8000,18341,2022-04-18,$0 ,$22.74 ,$22.74 ,DE,Desktop,Direct,Apr,2022
8001,19601,2020-01-10,$15 ,$19.83 ,$16.86 ,IN,Desktop,Social,Jan,2020
8002,6563,2020-12-19,$20 ,$195.00 ,$156.00 ,US,Mobile,Social,Dec,2020
8003,13751,2021-08-31,$20 ,$112.65 ,$90.12 ,AE,Mobile,Organic,Aug,2021
8004,18769,2023-02-05,$0 ,$122.45 ,$122.45 ,IN,Mobile,Organic,Feb,2023
8005,13260,2025-10-08,$20 ,$59.87 ,$47.90 ,AU,Desktop,Direct,Oct,2025
8006,10662,2023-02-20,$0 ,$109.33 ,$109.33 ,US,Desktop,Social,Feb,2023
8007,17407,2022-07-11,$0 ,$32.05 ,$32.05 ,US,Mobile,Direct,Jul,2022
8008,9177,2024-10-18,$10 ,$54.61 ,$49.15 ,MX,Mobile,Organic,Oct,2024
8009,19739,2023-03-03,$0 ,$93.09 ,$93.09 ,IN,Desktop,Paid,Mar,2023
8010,11135,2022-12-07,$10 ,$186.19 ,$167.57 ,CA,Mobile,Direct,Dec,2022
8011,127,2021-12-15,$0 ,$342.72 ,$342.72 ,DE,Mobile,Organic,Dec,2021
8012,6575,2020-07-19,$15 ,$84.53 ,$71.85 ,BR,Mobile,Social,Jul,2020
8013,17656,2025-05-28,$20 ,$309.62 ,$247.70 ,ES,Mobile,Social,May,2025
8014,1891,2020-07-25,$0 ,$693.63 ,$693.63 ,FR,Mobile,Organic,Jul,2020
8015,2218,2021-05-26,$0 ,$7.12 ,$7.12 ,MX,Desktop,Paid,May,2021
8016,7221,2021-08-16,$0 ,$113.46 ,$113.46 ,AU,Desktop,Organic,Aug,2021
8017,11353,2020-12-08,$10 ,$39.47 ,$35.52 ,BR,Mobile,Organic,Dec,2020
8018,19813,2020-04-02,$0 ,$43.43 ,$43.43 ,US,Mobile,Direct,Apr,2020
8019,6602,2024-03-05,$0 ,$314.88 ,$314.88 ,SE,Desktop,Referral,Mar,2024
8020,8412,2021-08-03,$0 ,$66.34 ,$66.34 ,NL,Mobile,Organic,Aug,2021
8021,3735,2023-10-12,$10 ,$195.03 ,$175.53 ,AE,Mobile,Referral,Oct,2023
8022,19375,2020-01-19,$20 ,$308.60 ,$246.88 ,DE,Desktop,Referral,Jan,2020
8023,13196,2022-03-15,$0 ,$85.60 ,$85.60 ,AE,Mobile,Paid,Mar,2022
8024,11192,2021-04-13,$0 ,$376.64 ,$376.64 ,DE,Desktop,Paid,Apr,2021
8025,457,2022-10-13,$0 ,$242.37 ,$242.37 ,IN,Desktop,Paid,Oct,2022
8026,15369,2022-07-03,$5 ,$49.13 ,$46.67 ,CA,Desktop,Organic,Jul,2022
8027,13372,2023-03-31,$0 ,$35.60 ,$35.60 ,BR,Tablet,Organic,Mar,2023
8028,4109,2020-05-15,$15 ,$129.51 ,$110.08 ,US,Mobile,Referral,May,2020
8029,3456,2023-05-10,$0 ,$230.11 ,$230.11 ,FR,Mobile,Referral,May,2023
8030,4709,2020-11-21,$5 ,$200.05 ,$190.05 ,DE,Desktop,Direct,Nov,2020
8031,14880,2020-09-17,$0 ,$74.14 ,$74.14 ,US,Mobile,Email,Sep,2020
8032,7768,2023-09-05,$10 ,$12.55 ,$11.30 ,IN,Tablet,Organic,Sep,2023
8033,12130,2023-07-17,$20 ,$165.94 ,$132.75 ,FR,Desktop,Direct,Jul,2023
8034,7458,2023-11-21,$0 ,$57.45 ,$57.45 ,FR,Desktop,Organic,Nov,2023
8035,9712,2025-03-27,$15 ,$197.28 ,$167.69 ,BR,Desktop,Organic,Mar,2025
8036,17899,2024-01-25,$0 ,$129.81 ,$129.81 ,AU,Mobile,Email,Jan,2024
8037,16763,2022-12-18,$0 ,$80.54 ,$80.54 ,BR,Mobile,Email,Dec,2022
8038,7056,2022-04-11,$10 ,$227.45 ,$204.71 ,BR,Mobile,Direct,Apr,2022
8039,19210,2021-07-04,$0 ,$9.20 ,$9.20 ,MX,Desktop,Organic,Jul,2021
8040,10752,2021-05-30,$20 ,$28.23 ,$22.58 ,GB,Desktop,Email,May,2021
8041,9669,2025-02-10,$0 ,$67.70 ,$67.70 ,SG,Mobile,Direct,Feb,2025
8042,18383,2021-04-26,$10 ,$156.28 ,$140.65 ,US,Mobile,Email,Apr,2021
8043,11894,2021-10-15,$15 ,$115.88 ,$98.50 ,DE,Mobile,Organic,Oct,2021
8044,6096,2020-11-15,$20 ,$15.18 ,$12.14 ,IN,Tablet,Direct,Nov,2020
8045,7911,2022-05-12,$0 ,$157.90 ,$157.90 ,US,Desktop,Organic,May,2022
8046,17523,2025-10-17,$20 ,$12.44 ,$9.95 ,NL,Mobile,Organic,Oct,2025
8047,1573,2024-01-05,$0 ,$37.17 ,$37.17 ,FR,Mobile,Direct,Jan,2024
8048,11405,2025-06-23,$5 ,$40.65 ,$38.62 ,US,Desktop,Social,Jun,2025
8049,5043,2023-04-20,$0 ,$115.52 ,$115.52 ,NL,Desktop,Referral,Apr,2023
8050,5167,2024-07-12,$15 ,$74.77 ,$63.55 ,DE,Mobile,Organic,Jul,2024
8051,6378,2023-08-31,$20 ,$65.42 ,$52.34 ,AU,Mobile,Direct,Aug,2023
8052,14172,2021-01-08,$15 ,$70.50 ,$59.92 ,IN,Mobile,Direct,Jan,2021
8053,19288,2021-10-20,$10 ,$165.33 ,$148.80 ,IN,Mobile,Organic,Oct,2021
8054,2531,2020-01-25,$20 ,$270.63 ,$216.50 ,IN,Mobile,Organic,Jan,2020
8055,7709,2025-09-20,$0 ,$106.47 ,$106.47 ,SE,Mobile,Direct,Sep,2025
8056,8573,2022-07-13,$5 ,$11.72 ,$11.13 ,DE,Mobile,Organic,Jul,2022
8057,7421,2021-08-27,$20 ,$7.22 ,$5.78 ,BR,Mobile,Referral,Aug,2021
8058,4814,2022-02-19,$20 ,$89.74 ,$71.79 ,US,Mobile,Email,Feb,2022
8059,4824,2024-08-29,$15 ,$36.85 ,$31.32 ,MX,Desktop,Direct,Aug,2024
8060,1573,2020-09-14,$0 ,$15.06 ,$15.06 ,FR,Mobile,Social,Sep,2020
8061,16595,2021-04-19,$0 ,$104.23 ,$104.23 ,PL,Mobile,Email,Apr,2021
8062,15324,2021-05-08,$10 ,$75.22 ,$67.70 ,US,Desktop,Organic,May,2021
8063,9740,2024-07-14,$15 ,$87.59 ,$74.45 ,PL,Mobile,Direct,Jul,2024
8064,1661,2023-11-28,$15 ,$59.78 ,$50.81 ,GB,Mobile,Direct,Nov,2023
8065,12335,2023-12-23,$20 ,$79.10 ,$63.28 ,PL,Mobile,Direct,Dec,2023
8066,7018,2023-03-31,$20 ,$310.21 ,$248.17 ,AE,Tablet,Referral,Mar,2023
8067,18981,2024-01-15,$20 ,$73.37 ,$58.70 ,GB,Desktop,Organic,Jan,2024
8068,2398,2020-10-13,$20 ,$24.04 ,$19.23 ,PL,Desktop,Organic,Oct,2020
8069,4706,2022-03-25,$20 ,$71.90 ,$57.52 ,US,Mobile,Social,Mar,2022
